,alpha
2015-09-25,161.95686085733973
2015-09-28,154.5129333087619
2015-09-29,155.55582385998576
2015-09-30,160.66007689861343
2015-10-01,161.2725009298392
2015-10-02,173.50880925212343
2015-10-05,172.22539368027984
2015-10-06,168.95617853477032
2015-10-07,170.11511777444795
2015-10-08,167.9024823588826
2015-10-09,170.90727282773932
2015-10-12,172.91181284866488
2015-10-13,171.89898187295762
2015-10-14,170.8327157106965
2015-10-15,173.15363893307114
2015-10-16,172.23854608231557
2015-10-19,169.699122338022
2015-10-20,169.91227559129635
2015-10-21,166.4850949044165
2015-10-22,167.461425119104
2015-10-23,167.05017526591365
2015-10-26,165.81646470039794
2015-10-27,163.44276769728606
2015-10-28,162.34215594218125
2015-10-29,160.67535254036449
2015-10-30,159.59442051852753
2015-11-02,159.78423912727501
2015-11-03,159.2519703382738
2015-11-04,160.8951527837933
2015-11-05,159.74864004046304
2015-11-06,161.4913307941667
2015-11-09,162.49767354886708
2015-11-10,163.27773235309738
2015-11-11,157.55000895478705
2015-11-12,154.65179785750937
2015-11-13,154.40561611004236
2015-11-16,158.75512997339166
2015-11-17,158.51875104530347
2015-11-18,162.08551898567947
2015-11-19,165.73191511512596
2015-11-20,164.8825186447857
2015-11-23,166.47260430941012
2015-11-24,167.7726696439733
2015-11-25,168.49711165053958
2015-11-27,166.25964962336363
2015-11-30,168.2982990706804
2015-12-01,169.57334895053384
2015-12-02,169.63323381381048
2015-12-03,164.94014061309244
2015-12-04,160.35366799095348
2015-12-07,152.30961601713594
2015-12-08,157.1274187590121
2015-12-09,158.55136053239582
2015-12-10,156.31879096955475
2015-12-11,153.0912045100598
2015-12-14,152.67937046010366
2015-12-15,153.93806213067023
2015-12-16,156.44830226311893
2015-12-17,152.14343527164704
2015-12-18,151.4702773841319
2015-12-21,150.9753471621661
2015-12-22,156.1150724544529
2015-12-23,159.15227014974312
2015-12-24,160.179501741846
2015-12-28,160.38165692308257
2015-12-29,159.91199155969625
2015-12-30,159.08442700448796
2015-12-31,160.86999239118933
2016-01-04,161.97733976102134
2016-01-05,160.8688095770828
2016-01-06,160.43598069519345
2016-01-07,158.49190933426425
2016-01-08,156.45059420478663
2016-01-11,153.9600815688979
2016-01-12,153.01690881375924
2016-01-13,146.46424914009734
2016-01-14,147.70583358384837
2016-01-15,148.27510804252316
2016-01-19,142.31978868938066
2016-01-20,144.33271005099246
2016-01-21,153.92222311095506
2016-01-22,152.2037974493978
2016-01-25,150.87230710483806
2016-01-26,150.95437657207398
2016-01-27,150.63746079954072
2016-01-28,148.99093985140456
2016-01-29,148.33313078516775
2016-02-01,151.63646192564647
2016-02-02,148.6709269964895
2016-02-03,148.47465220450584
2016-02-04,148.81886882455674
2016-02-05,140.67441744388753
2016-02-08,132.77022308954142
2016-02-09,138.95419380315735
2016-02-10,136.23919590500628
2016-02-11,142.63252575995566
2016-02-12,151.6516984437223
2016-02-16,151.82690504129747
2016-02-17,153.31556213053818
2016-02-18,154.64770141670365
2016-02-19,156.04356526101955
2016-02-22,155.16076816054272
2016-02-23,155.09862729358784
2016-02-24,158.68024397519997
2016-02-25,159.6762332761751
2016-02-26,160.05435972861463
2016-02-29,162.8901892705656
2016-03-01,162.4088186025822
2016-03-02,162.2941487116745
2016-03-03,159.17061888855525
2016-03-04,158.11204103358074
2016-03-07,157.26431391808512
2016-03-08,157.62501636859938
2016-03-09,158.53119039024293
2016-03-10,161.5702164967971
2016-03-11,162.00231334032466
2016-03-14,158.79263680492926
2016-03-15,159.23663134180848
2016-03-16,170.91239942280313
2016-03-17,171.47391231478883
2016-03-18,170.04874438821278
2016-03-21,171.9996126971948
2016-03-22,174.135529270963
2016-03-23,169.2902712682591
2016-03-24,174.9022014917229
2016-03-28,173.40390080635834
2016-03-29,177.8223081673793
2016-03-30,174.58870513767172
2016-03-31,176.78899319456755
2016-04-01,177.57637786253414
2016-04-04,172.05874795149265
2016-04-05,171.97895178049234
2016-04-06,170.44583764081665
2016-04-07,174.4464043304791
2016-04-08,177.7636651828233
2016-04-11,178.87780473931645
2016-04-12,178.2371909392384
2016-04-13,179.22070989239054
2016-04-14,178.85186460916555
2016-04-15,180.3031361891816
2016-04-18,177.0214977235059
2016-04-19,176.8232871390712
2016-04-20,177.4263078975863
2016-04-21,178.74370242414096
2016-04-22,179.87908167023835
2016-04-25,179.44239011285188
2016-04-26,178.27752761505104
2016-04-27,180.8643312619369
2016-04-28,180.16376921986222
2016-04-29,177.82761083422707
2016-05-02,175.97258497431764
2016-05-03,174.39427707557633
2016-05-04,174.11536083540918
2016-05-05,169.94495477213016
2016-05-06,169.2809780661858
2016-05-09,168.65311600057947
2016-05-10,170.73971566023496
2016-05-11,169.78746308436308
2016-05-12,166.64014856494845
2016-05-13,168.3553282886935
2016-05-16,171.0591764062634
2016-05-17,171.20800110227327
2016-05-18,172.26849946990936
2016-05-19,173.68697727665352
2016-05-20,174.60778365682816
2016-05-23,175.69649037723235
2016-05-24,175.58575631989248
2016-05-25,178.87822406188852
2016-05-26,178.62253966151602
2016-05-27,179.39550909491405
2016-05-31,178.99693622904448
2016-06-01,180.2132818597758
2016-06-02,179.56919690644773
2016-06-03,179.6267356550385
2016-06-06,180.72549582082937
2016-06-07,180.2069097882498
2016-06-08,179.7897667307645
2016-06-09,178.48241872352975
2016-06-10,177.89633226594793
2016-06-13,176.88249943892023
2016-06-14,176.1808468480637
2016-06-15,172.836316131231
2016-06-16,179.518151352675
2016-06-17,187.4864865332026
2016-06-20,186.3409639247273
2016-06-21,185.6780601816007
2016-06-22,186.51694647812144
2016-06-23,192.52085676248353
2016-06-24,199.18703748826076
2016-06-27,202.29113346983385
2016-06-28,205.7851952836335
2016-06-29,207.42195764339442
2016-06-30,209.78125581019728
2016-07-01,206.0143246056092
2016-07-05,204.4745079257081
2016-07-06,206.44413379207936
2016-07-07,210.89547532337673
2016-07-08,212.93688596123266
2016-07-11,217.68704471914427
2016-07-12,216.6478424214984
2016-07-13,216.39574312435875
2016-07-14,216.64082005183357
2016-07-15,217.08056535574767
2016-07-18,217.89268794272135
2016-07-19,216.59818729404955
2016-07-20,216.33247944493607
2016-07-21,217.5706787260824
2016-07-22,216.7288219943108
2016-07-25,217.23981819883
2016-07-26,217.7956495119668
2016-07-27,217.9218565808754
2016-07-28,218.9951374380612
2016-07-29,220.6217360208462
2016-08-01,220.12394913859652
2016-08-02,218.27694429551894
2016-08-03,220.68538170824925
2016-08-04,221.77028161193505
2016-08-05,222.52589858035157
2016-08-08,222.45405356013796
2016-08-09,223.11130757061113
2016-08-10,222.41596033353494
2016-08-11,223.33215338364454
2016-08-12,224.06898810121132
2016-08-15,224.87963599543608
2016-08-16,225.95903403672042
2016-08-17,225.82722004263402
2016-08-18,226.59705371701278
2016-08-19,226.5068571959991
2016-08-22,225.88123708892925
2016-08-23,225.3214281216637
2016-08-24,225.92339272294493
2016-08-25,226.23321068520153
2016-08-26,226.69957904334456
2016-08-29,226.73713892433116
2016-08-30,224.54300271635387
2016-08-31,225.34761662899487
2016-09-01,225.69658091132092
2016-09-02,224.21161858470734
2016-09-06,224.6406689982069
2016-09-07,224.3143602422056
2016-09-08,226.5250737773593
2016-09-09,228.67851702874435
2016-09-12,229.75632192833726
2016-09-13,228.17257842826064
2016-09-14,228.59946849781255
2016-09-15,227.2202679272309
2016-09-16,228.16095678176833
2016-09-19,227.09138891935862
2016-09-20,228.4863111449837
2016-09-21,231.19296258495476
2016-09-22,229.4087566309718
2016-09-23,227.90809308536544
2016-09-26,226.1943820212764
2016-09-27,229.03639961675245
2016-09-28,231.13056494358375
2016-09-29,227.4654735119188
2016-09-30,228.75471778603134
2016-10-03,228.19273011170446
2016-10-04,226.57571243344069
2016-10-05,223.91222974592858
2016-10-06,223.69806747998805
2016-10-07,223.705166993927
2016-10-10,223.8138167100085
2016-10-11,222.51130929412238
2016-10-12,219.37289644688047
2016-10-13,221.66992675840163
2016-10-14,220.13077356474105
2016-10-17,221.26239899670173
2016-10-18,223.5336561014659
2016-10-19,225.2030836886961
2016-10-20,226.42960328085107
2016-10-21,224.5417884172812
2016-10-24,223.8715910483494
2016-10-25,224.50767960196964
2016-10-26,225.24685524517517
2016-10-27,223.53988839872832
2016-10-28,223.23752775540842
2016-10-31,223.12985247160705
2016-11-01,223.50432353256403
2016-11-02,223.73586658371167
2016-11-03,221.07331808044773
2016-11-04,225.04222352292254
2016-11-07,223.59653302712846
2016-11-08,225.0089584446975
2016-11-09,222.0706143826656
2016-11-10,216.12466689563635
2016-11-11,213.97253002269284
2016-11-14,216.33506099077636
2016-11-15,218.75005798452298
2016-11-16,220.31292403328172
2016-11-17,220.30459195643007
2016-11-18,219.3463803793276
2016-11-21,219.34888295380355
2016-11-22,218.34317136042233
2016-11-23,220.41472379443456
2016-11-25,219.86137350111628
2016-11-28,220.59200483388904
2016-11-29,222.61689239764382
2016-11-30,227.22837652440492
2016-12-01,229.29388613634455
2016-12-02,229.8042104748482
2016-12-05,230.90874762836367
2016-12-06,230.55323160098897
2016-12-07,229.21087235887487
2016-12-08,230.62293739901278
2016-12-09,231.78691077352394
2016-12-12,231.35916744885648
2016-12-13,230.24638774464827
2016-12-14,230.99371267782857
2016-12-15,231.69548340631658
2016-12-16,231.17955020559594
2016-12-19,232.07412874000588
2016-12-20,233.43199623776198
2016-12-21,232.77335447399784
2016-12-22,232.58827175093663
2016-12-23,232.90434751956636
2016-12-27,233.68725171007628
2016-12-28,233.63409898856122
2016-12-29,233.73183917509638
